Heating,DHWSystem,Doors,Windows,ACH,AboveGradeWall,FoundationWall,AtticCeilings,Electricity-kWh,NG-GJ
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,8.47,15239.1,63.9198
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,8.47,22920.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,8.47,11994.7,97.3446
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,8.47,11994.4,64.7482
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,8.47,19778.1,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,40,8897.2,103.8198
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,40,8897,82.2092
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,40,14314.5,36.4838
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,40,8907.8,95.76
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,40,8907.6,72.9334
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,40,14619.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,40,15166.3,70.4596
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,40,15166.1,47.7052
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,40,20859.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,40,11913.6,71.5882
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,40,11913.3,48.4728
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,40,17702.6,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,50,8893.5,102.3986
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,50,8893.3,81.4606
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,50,14221.2,36.4876
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,50,8904,94.62
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,50,8903.8,72.1658
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,50,14520.4,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,50,15162.8,69.3196
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,50,15162.6,46.9338
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,50,20760.6,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,50,11909.7,70.452
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,50,11909.5,47.7014
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,50,17603.1,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,60,8890.6,101.5284
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,60,8890.4,80.883
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,8.49,17,60,14146.6,36.4914
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,60,8901,93.6624
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,60,8900.8,71.573
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,8.49,17,60,14448.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,60,15160.1,68.3658
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,60,15159.9,46.341
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,8.49,17,60,20666.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,60,11906.7,69.464
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,60,11906.5,47.1048
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,8.49,17,60,17533,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,8956,123.044
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,8955.9,93.936
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,15781.3,36.3888
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,8967.7,114.798
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,8967.5,84.9604
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,16063.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,15221.2,89.5356
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,15220.9,59.7512
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,22301.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,11973.6,90.6566
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,11973.4,60.5302
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,8.47,19150.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,40,8869.1,94.829
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,40,8868.9,76.7676
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,40,13465.2,36.6966
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,40,8879.2,86.7654
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,40,8879,67.1992
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,40,13734.2,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,40,15148.2,61.4574
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,40,15148,41.9634
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,40,19984.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,40,11884.7,62.51
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,40,11884.5,42.6892
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,40,16813,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,50,8865,93.6282
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,50,8864.8,75.9582
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,50,13351.5,36.708
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,50,8875,85.4962
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,50,8874.9,66.3632
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,50,13628.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,50,15144.7,60.1654
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,50,15144.5,41.1274
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,50,19881.5,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,50,11880.5,61.2332
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,50,11880.4,41.8494
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,50,16707.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,60,8861.8,92.6782
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,60,8861.7,75.3388
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,10.16,60,13270.7,36.7156
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,60,8871.8,84.2878
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,60,8871.7,65.721
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,10.16,60,13548.3,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,60,15142.1,58.976
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,60,15141.9,40.4852
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,10.16,60,19800,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,60,11877.3,60.021
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,60,11877.1,41.2034
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,10.16,60,16626.8,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,8.47,8909.5,107.8782
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,8.47,8909.3,84.5614
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,8.47,14427.2,36.3546
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,8.47,8920.6,100.5632
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,8.47,8920.4,75.4984
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,8.47,14714.9,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,8.47,15171.4,75.2932
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,8.47,15171.1,50.2854
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,8.47,20943,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,8.47,11926.5,76.418
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,8.47,11926.3,51.0644
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,8.47,17802.8,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,40,8830.8,83.1592
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,40,8830.7,68.9624
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,40,12317.8,36.5598
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,40,8840.3,74.727
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,40,8840.1,59.3902
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,40,12590.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,40,15103.2,49.4418
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,40,15103,34.1696
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,40,18836.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,40,11845.8,50.483
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,40,11845.6,34.8726
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,40,15668.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,50,8827.2,82.0686
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,50,8827,68.2328
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,50,12221.2,36.5674
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,50,8836.5,73.5794
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,50,8836.4,58.634
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,50,12479.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,50,15100.1,47.861
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,50,15100,33.4134
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,50,18713.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,50,11842,49.3354
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,50,11841.8,34.1126
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,50,15571.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,60,8824.3,80.9818
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,60,8824.2,67.6742
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,17.5,17,60,12152.9,36.575
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,60,8833.6,72.238
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,60,8833.5,58.0526
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,17.5,17,60,12395.9,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,60,15097.6,46.9528
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,60,15097.5,32.832
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,17.5,17,60,18642.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,60,11839.1,48.431
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,60,11838.9,33.5274
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,17.5,17,60,15483.5,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,8.47,8944.8,118.6816
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,8.47,8944.6,91.7092
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,8.47,15436.3,36.4192
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,8.47,8956.4,111.5262
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,8.47,8956.2,82.688
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,8.47,15745.7,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,8.47,15209.7,86.2676
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,8.47,15209.5,57.4864
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,8.47,21967.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,8.47,11962.3,87.3772
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,8.47,11962.1,58.254
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,8.47,18832.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,40,8857.5,91.4926
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,40,8857.3,74.4534
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,40,13109.7,36.708
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,40,8867.5,83.1212
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,40,8867.3,64.847
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,40,13388.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,40,15137.3,57.8132
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,40,15137.1,39.6112
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,40,19638.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,40,11873,58.8582
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,40,11872.8,40.3332
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,40,16467,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,50,8853.4,90.0638
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,50,8853.2,73.6478
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,50,13008.3,36.7232
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,50,8863.3,81.8292
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,50,8863.1,64.011
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,50,13284.3,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,50,15133.9,56.5174
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,50,15133.7,38.7752
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,50,19528.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,50,11868.8,57.5814
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,50,11868.6,39.4896
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,50,16362.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,60,8850.2,89.1138
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,60,8850.1,73.0246
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,10.16,60,12926.5,36.7308
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,60,8860.1,80.8602
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,60,8859.9,63.365
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,10.16,60,13194.2,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,60,15131.2,55.5522
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,60,15131,38.1292
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,10.16,60,19445.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,60,11865.6,56.6162
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,60,11865.4,38.8436
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,10.16,60,16277,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,17,8.47,8898.4,104.6634
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,17,8.47,8898.2,82.327
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,17,8.47,14104.8,36.3546
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,8.47,8909.3,97.0064
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,8.47,8909.1,73.2374
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,8.47,14381.3,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,8.47,15160,71.7364
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,8.47,15159.8,48.0282
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,8.47,20616.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,8.47,11915.2,72.8498
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,8.47,11915,48.7996
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,8.47,17468.6,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,17,40,8819.8,79.7696
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,17,40,8819.7,66.7698
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,17,40,11991,36.5712
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,40,8829.1,71.0106
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,40,8829,57.1482
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,40,12234.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,40,15092.9,45.7254
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,40,15092.8,31.9314
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,40,18480.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,40,11834.5,46.7704
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,40,11834.4,32.6192
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,40,15308.4,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,17,50,8816.2,78.6752
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,17,50,8816.1,66.0478
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,17,50,11895.8,36.5788
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,50,8825.4,69.7034
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,50,8825.2,56.3996
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,50,12138,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,50,15089.7,44.4106
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,50,15089.5,31.179
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,50,18384.7,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,50,11830.8,45.4062
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,50,11830.6,31.863
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,50,15214.5,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,22,17,60,8813.4,77.786
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,22,17,60,8813.3,65.493
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,22,17,60,11825.9,36.5864
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,60,8822.5,68.8028
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,60,8822.4,55.822
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,22,17,60,12065.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,60,15087.2,43.5176
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,60,15087.1,30.6014
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,22,17,60,18312.5,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,60,11827.9,44.5018
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,60,11827.7,31.2854
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,22,17,60,15142.4,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,8.47,8935.6,116.0102
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,8.47,8935.4,89.8548
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,8.47,15178.7,36.4192
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,8.47,8947.1,108.5356
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,8.47,8946.9,80.8222
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,8.47,15456.2,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,8.47,15200.3,83.2808
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,8.47,15200.1,55.6244
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,8.47,21692.5,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,8.47,11953,84.3828
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,8.47,11952.8,56.3882
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,8.47,18558.6,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,40,8847.8,88.502
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,40,8847.7,72.5382
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,40,12823.4,36.7232
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,40,8857.8,79.8
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,40,8857.6,62.9014
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,40,13097.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,40,15127.9,54.4958
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,40,15127.7,37.6694
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,40,19347.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,40,11863.2,56.0766
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,40,11863.1,38.38
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,40,16182.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,50,8843.8,87.2518
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,50,8843.6,71.7326
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,50,12719,36.7346
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,50,8853.6,78.3142
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,50,8853.5,62.0654
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,3.5,28,10.16,50,12983.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,50,15124.5,53.0062
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,50,15124.3,36.8334
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,3.5,28,10.16,50,19235.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,50,11859.1,54.5262
NGF_92%,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,50,11858.9,37.5364
ASHP2,ElectricHP,FiberglassCore,Double_pane,3.5,28,10.16,50,16070.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,60,8840.6,86.3512
NGF_92%,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,60,8840.5,71.1094
ASHP2,NGtank,FiberglassCore,Double_pane,3.5,28,10.16,60,12634.2,36.746
